201706121600	0	0.7595447208
201706121600	1	0.7601315999
201706121530	0	0.7532333982
201706121530	1	0.0000000000
201706121730	0	0.0000000000
201706121730	1	0.0000000000
201706121800	0	0.0000000000
201706121800	1	0.0000000000
201706121830	0	0.7528354334
201706121830	1	0.7531654915
201706121900	0	0.7548258886
201706121900	1	0.7564277985
201706122000	0	0.7534421091
201706122000	1	0.7535130720
201706122100	0	0.0000000000
201706122100	1	0.0000000000
201706122200	0	0.7496080951
201706122200	1	0.7495222058
201706122330	0	0.7651014204
201706122330	1	0.7652913543
201706130330	0	0.0000000000
201706130600	0	0.0000000000
201706130600	1	0.0000000000
201706130700	0	0.0000000000
201706130700	1	0.0000000000
201706130800	0	0.7647345054
201706130800	1	0.7647355934
201706130900	0	0.7635624346
201706130900	1	0.7636261216
201706131000	0	0.7621937674
201706131000	1	0.7623419260
201706131100	0	0.2899084132
201706131100	1	0.3593281582
201706131200	0	0.3640364609
201706131200	1	0.6442311391
201706131300	0	0.7504987266
201706131300	1	0.7504719920
201706131430	0	0.7520398172
201706131430	1	0.7522265794
201706131600	0	0.7559806565
201706131600	1	0.7561469702
201706131700	0	0.7495483046
201706131700	1	0.7502644153
201706131800	0	0.7565981980
201706131800	1	0.7561850348
201706131930	0	0.7530505821
201706131930	1	0.7535573980
201706132100	0	0.7442593048
201706132100	1	0.7444367748
201706132300	0	0.7601810329
201706132300	1	0.7605339563
201706140330	0	0.7512534339
201706140600	0	0.7541197963
201706140600	1	0.7544288817
201706140700	0	0.7576977896
201706140700	1	0.7580371181
201706140830	0	0.7635442173
201706140830	1	0.7635440016
201706141500	0	0.7531635987
201706141500	1	0.7534988190
201706141630	0	0.7590658878
201706141630	1	0.7594879608
201706141800	0	0.7624295779
201706141800	1	0.7626204409
201706142100	0	0.7425735806
201706142100	1	0.7430408847
201706142245	0	0.7571516681
201706142245	1	0.7574493144
201706150030	0	0.7778272950
201706150030	1	0.7781731143
201706150300	0	0.7678622114
201706150530	0	0.7499517899
201706150530	1	0.7502802922
201706150700	0	0.7579474118
201706150700	1	0.7582421794
201706150830	0	0.7622312101
201706150830	1	0.7624377563
201706151045	0	0.7610622121
201706151045	1	0.7613298761
201706151215	0	0.7570729727
201706151215	1	0.7574127249
201706151400	0	0.7526736058
201706151400	1	0.7526473143
201706151530	0	0.7532310536
201706151530	1	0.7533848672
201706151700	0	0.7558579224
201706151700	1	0.7561954221
201706152130	0	0.7416247960
201706152130	1	0.7420551575
201706152315	0	0.7632901601
201706152315	1	0.7637616778
201706160945	0	0.0000000000
201706160945	1	0.0000000000
201706161930	0	0.4585550200
201706161930	1	0.0000000000
201706162100	0	0.7466582276
201706162100	1	0.7474555858
201706162300	0	0.7606627675
201706162300	1	0.7615737323
201706170300	0	0.7695689061
201706170300	1	0.7704024644
201706170500	0	0.7453033766
201706170500	1	0.7467578254
201706170700	0	0.7516973693
201706170700	1	0.7521903067
201706170830	0	0.7578510802
201706170830	1	0.7589497001
201706171000	0	0.7596580408
201706171000	1	0.7598281611
201706171130	0	0.7574305730
201706171130	1	0.7577138572
201706171300	0	0.7501114998
201706171300	1	0.7505386611
201706171430	0	0.7538077739
201706171430	1	0.7539253929
201706171600	0	0.7571606446
201706171600	1	0.7575976197
201706171730	0	0.7548012537
201706171730	1	0.7549677666
201706171900	0	0.7557050267
201706171900	1	0.7560230897
201706172030	0	0.7463003421
201706172030	1	0.7469870060
201706172200	0	0.7524376156
201706172200	1	0.7525486778
201706180000	0	0.7749191159
201706180000	1	0.7750831269
201706180300	0	0.7756238983
201706180300	1	0.7763436367
201706180500	0	0.7480923293
201706180500	1	0.7484511577
201706180700	0	0.7524918133
201706180700	1	0.7525230176
201706180830	0	0.7540297407
201706180830	1	0.7542638509
201706181000	0	0.7560966758
201706181000	1	0.7565991837
201706181130	0	0.7536580879
201706181130	1	0.7538845808
201706181300	0	0.7477124587
201706181300	1	0.7476800809
201706181430	0	0.7500825020
201706181430	1	0.7502218076
201706181600	0	0.7536537082
201706181600	1	0.7534911379
201706181730	0	0.7576329394
201706181730	1	0.7578893098
201706181900	0	0.7472306241
201706181900	1	0.7477444373
201706182030	0	0.7425320609
201706182030	1	0.7446567647
201706182200	0	0.7466948849
201706182200	1	0.7498830330
201706190000	0	0.7761146473
201706190000	1	0.7755024604
201706190300	0	0.7697877855
201706190300	1	0.7704715438
201706190500	0	0.7358639833
201706190500	1	0.7357209957
201706190700	0	0.7469585016
201706190700	1	0.7475889100
201706190830	0	0.7543475953
201706190830	1	0.7547819531
201706191000	0	0.7491831623
201706191000	1	0.7511714738
201706191130	0	0.7548105942
201706191130	1	0.7549527782
201706191300	0	0.7488466983
201706191300	1	0.7486542900
201706191430	0	0.7404969071
201706191430	1	0.7408644244
201706191600	0	0.7495464524
201706191600	1	0.7498429365
201706191730	0	0.7567689384
201706191730	1	0.7571173890
201706191900	0	0.7495905219
201706191900	1	0.7494418101
201706192030	0	0.7428323872
201706192030	1	0.7463900179
201706192200	0	0.7501812263
201706192200	1	0.7503150369
201706200000	0	0.7701522557
201706200000	1	0.7699969230
201706200300	0	0.7669937848
201706200300	1	0.7671959578
201706200500	0	0.7464061852
201706200500	1	0.7468480025
201706200730	0	0.7529432439
201706200730	1	0.7533418382
201706200900	0	0.7589907807
201706200900	1	0.7591457040
201706201030	0	0.7545715762
201706201030	1	0.7545876723
201706201200	0	0.7515483048
201706201200	1	0.7518230354
201706201330	0	0.7458281765
201706201330	1	0.7460213919
201706201500	0	0.7473430985
201706201500	1	0.7487754965
201706201630	0	0.7557364051
201706201630	1	0.7560349421
201706201800	0	0.7598643182
201706201800	1	0.7601570474
201706201930	0	0.7526660736
201706201930	1	0.0000000000
