201704131745	0	0.75775
201704131745	1	0.75814
201704131915	0	0.75069
201704131915	1	0.75135
201704132000	0	0.75224
201704132000	1	0.75285
201704132100	0	0.74724
201704132100	1	0.74760
201704132200	0	0.75219
201704132200	1	0.75244
201704132300	0	0.76220
201704132300	1	0.76236
201704140000	0	0.77346
201704140000	1	0.77366
201704140330	0	0.76102
201704140500	0	0.74020
201704140500	1	0.74057
201704140600	0	0.74312
201704140600	1	0.74313
201704140630	0	0.74778
201704140630	1	0.74788
201704140700	0	0.75204
201704140700	1	0.75201
201704140800	0	0.75799
201704140800	1	0.75792
201704140830	0	0.76149
201704140830	1	0.76167
201704140930	0	0.75888
201704140930	1	0.75927
201704141030	0	0.76068
201704141030	1	0.76099
201704141100	0	0.75920
201704141100	1	0.75926
201704141130	0	0.75904
201704141130	1	0.75868
201704141200	0	0.75991
201704141200	1	0.75988
201704141300	0	0.75509
201704141300	1	0.75546
201704141400	0	0.75209
201704141400	1	0.75226
201704141500	0	0.75349
201704141500	1	0.75468
201704141600	0	0.76081
201704141600	1	0.76109
201704141700	0	0.75997
201704141700	1	0.76044
201704141745	0	0.76069
201704141745	1	0.76085
201704141815	0	0.75879
201704141815	1	0.75883
201704141900	0	0.76058
201704141900	1	0.75797
201704141930	0	0.75334
201704141930	1	0.75368
201704142015	0	0.75110
201704142015	1	0.75108
201704142100	0	0.74746
201704142100	1	0.74910
201704142145	0	0.74997
201704142145	1	0.75048
201704142230	0	0.75710
201704142230	1	0.75701
201704142315	0	0.76371
201704142315	1	0.76398
201704150000	0	0.77648
201704150000	1	0.77664
201704150045	0	0.77703
201704150045	1	0.77757
201704150330	0	0.76711
201704150500	0	0.75003
201704150500	1	0.75038
201704150545	0	0.75018
201704150545	1	0.75017
201704150615	0	0.75207
201704150615	1	0.75208
201704150645	0	0.75357
201704150645	1	0.75447
201704150715	0	0.75664
201704150715	1	0.75676
201704150745	0	0.75623
201704150745	1	0.75760
201704150830	0	0.76224
201704150830	1	0.76218
201704150915	0	0.76389
201704150915	1	0.76418
201704151000	0	0.75084
201704151000	1	0.75191
201704151030	0	0.74825
201704151030	1	0.74919
201704151130	0	0.76308
201704151130	1	0.76350
201704151515	0	0.75419
201704151515	1	0.75431
201704151800	0	0.75796
201704151800	1	0.75809
201704151945	0	0.75190
201704151945	1	0.75208
201704152045	0	0.74979
201704152045	1	0.74998
201704152130	0	0.75071
201704152130	1	0.75087
201704152215	0	0.75418
201704152215	1	0.75431
201704152300	0	0.76177
201704152300	1	0.76190
201704152345	0	0.76950
201704152345	1	0.76954
201704160030	0	0.77767
201704160030	1	0.77778
201704160330	0	0.76760
201704160500	0	0.75078
201704160500	1	0.75105
201704160545	0	0.75035
201704160545	1	0.75011
201704160615	0	0.75150
201704160615	1	0.75134
201704160645	0	0.75233
201704160645	1	0.75252
201704160730	0	0.75600
201704160730	1	0.75600
201704160815	0	0.75948
201704160815	1	0.75980
201704160900	0	0.75975
201704160900	1	0.75977
201704160945	0	0.76213
201704160945	1	0.76208
201704161030	0	0.76260
201704161030	1	0.76251
201704161115	0	0.75948
201704161115	1	0.75955
201704161145	0	0.75920
201704161145	1	0.75926
201704161230	0	0.75729
201704161230	1	0.75705
201704161315	0	0.75536
201704161315	1	0.75546
201704161400	0	0.75468
201704161400	1	0.75487
201704161445	0	0.75457
201704161445	1	0.75509
201704161545	0	0.75765
201704161545	1	0.75763
201704161715	0	0.76008
201704161715	1	0.76019
201704161900	0	0.75522
201704161900	1	0.75546
201704161945	0	0.75348
201704161945	1	0.75347
201704162030	0	0.75216
201704162030	1	0.75213
201704162115	0	0.75121
201704162115	1	0.75135
201704162200	0	0.75656
201704162200	1	0.75670
201704162245	0	0.76455
201704162245	1	0.76475
201704162330	0	0.77206
201704162330	1	0.77219
201704170015	0	0.77809
201704170015	1	0.77792
201704170330	0	0.76619
201704170500	0	0.74907
201704170500	1	0.74934
201704170530	0	0.74943
201704170530	1	0.75243
201704170600	0	0.75079
201704170600	1	0.75060
201704170645	0	0.75635
201704170645	1	0.75618
201704170730	0	0.75717
201704170730	1	0.75738
201704170815	0	0.76109
201704170815	1	0.76115
201704170900	0	0.76252
201704170900	1	0.76264
201704170945	0	0.76272
201704170945	1	0.76268
201704171030	0	0.76244
201704171030	1	0.76247
201704171115	0	0.76254
201704171115	1	0.76271
201704171200	0	0.76451
201704171200	1	0.76449
201704171245	0	0.75734
201704171245	1	0.75746
201704171330	0	0.75585
201704171330	1	0.75618
201704171415	0	0.75838
201704171415	1	0.75829
201704171500	0	0.75649
201704171500	1	0.75664
201704171545	0	0.75981
201704171545	1	0.75984
201704171630	0	0.76256
201704171630	1	0.76290
201704171715	0	0.76248
201704171715	1	0.76300
201704171800	0	0.76147
201704171800	1	0.76157
201704171845	0	0.75841
201704171845	1	0.75902
201704171930	0	0.75700
201704171930	1	0.75733
201704172015	0	0.75451
201704172015	1	0.75460
201704172100	0	0.75133
201704172100	1	0.75164
201704172145	0	0.75424
